chainId,roundId,roundName,roundType,roundProgramContractAddress,roundToken,roundAmountUSD,roundMatchAmt,roundMatchAmtUSD,roundUniqueContributors,roundVotes,roundMetaPtr,roundStartTime,roundEndTime,roundCreatedAtBlock,roundUpdatedAtBlock,roundEligibilityDescription,roundEligibilityRquirements,roundApplicationMetaPtr,roundApplicationsStartTime,roundApplicationsEndTime
42161,0x9451A06fED1c7438516C62b74558360057751fd6,Testing Email ,private,0x235010cbd0c0742df2b371dd87bb66650ddc5de0,0x912ce59144191c1204e64559fe8253a0e49e6548,0,10000000000000000000,7.7291438,0,0,bafkreia23qhpjuemib7ydekstyazlgbo6fp7ygw2cnx7bzrelkbyi4ej4q,1694544300,1694563200,130494364,130494364,test description,test eligibility requirement 1,bafkreih7wyrq7c7c2n7qmptsrtk7zanmap2fzyvtmzgvwihqaysw77xzmq,1694544300,1694563200
42161,0x0B89D622048BBE1452BC0003c5dcf8daEEf09250,minimal-test001,private,0x5576f5d13b0220d9360794f8239b6ac3adc460ff,0x0000000000000000000000000000000000000000,0,100000000000000000000,164702.237946,0,0,bafkreibvhqpa2qs3wem4bq5fdxtlk4sbtj2pcjipolvo76ildz7tjt62vi,1696723200,1697673600,138134028,138134028,this is a test,"cnrs
can derive",bafkreie2jn5jqj2z6ej7nichzby7vja6kpvpeo5ttqosfb4v22egyr3t3e,1696694400,1697673600
42161,0x6142EeDc06D80f3B362ce43b4ac52fAD679Dc850,Uniswap-Arbitrum Grant Program (UAGP),public,0xc45cd4301ee8067a874226f46678ff2c44f12715,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreify4zjrkymejflshvjmcyk4t7tyzij3oj2twi7w3fqgfgt5knfnnm,1699315200,1715040000,141543625,141543625,UAGP is a 6-month program supporting the growth and development of projects exclusively within the Uniswap-Arbitrum ecosystem.,"Projects must bring value to the Uniswap protocol within the Arbitrum ecosystem.
Grant request must be between $50k and $250k.
Ideas must cover published RFPs, more info here: https://uagp.notion.site/Request-for-Proposals-RFPs-367778d1df754a88b7ce3f889604c209.
Undergo KYC/KYB if your idea is approved to receive a grant.",bafkreifg2ucddlx3mfins7zci3pu5fecnhy2yeob6x7saagaknx6kwpgca,1698624000,1714435200
42161,0xd492c14cBfB23e1EF95D5156C50A683e06C8768B,Season 3,public,0xed62028a65c983a89cf4a8abc8ad6342eb2b6730,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreifndlu4qbcflsdiipyqikcs72mnawtwqkmuwooaw4cxvpg5c7m4b4,1697673600,1704038400,141738839,141738839,SPACE ID Grant Program Season 3 is distributing grants for SPACE ID Web3 Name SDK integrations and apps built on the SPACE ID ecosystem.,"Be based on / supports either BNB Chain or Arbitrum One / Nova
Have integrated SPACE ID domains (.bnb / .arb), or build on top of SPACE ID ecosystem
Have a fully functional mainnet version that is publicly available for everyone to use",bafkreie4dlcrk4uox76tuapuihs3iw2366ae57jrcvkhcivhnfvf4gyigu,1697673600,1704038400
42161,0xBae2EEFd9d3ad990872fb16be9213105F56dF877,One Youth Two Skills Round,private,0x6ddfc105e67734c220f16760d234bc20df099b1e,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0,10000000000,9996.8883,0,0,bafkreiefiig6qojffcfcequtvb7hbns6wigv6o3spreozeevq7zbpbqsr4,1698969600,1700179200,142417474,142417474, A round dedicated for projects equipping individuals with necessary skills for self and community development .,"Must be organizing and hosting skill acquisition events 
Show in any sense,  proof of requirement 1
Testimonials from beneficiaries",bafkreifbnxliqzj3stu6ed5vhntwcn6ychjiligoafscroeqwuhaxb2wai,1697925600,1700179200
42161,0x3ac78e1Ae5086904d53b41c747188216789f59a7,Arbitrum Citizens Retrofunding Round 1,public,0x3bcd26edaf25aa2f0dae48f0110ae29f9808355e,0x912ce59144191c1204e64559fe8253a0e49e6548,12170.445636279845,100000000000000000000000,95300.646,2848,7107,bafkreid6wx2y4h7hdrbleb7o4n35iw5ghu5vlrz257ohdbtljxrmngsgba,1700049600,1701302340,145484587,145484587,"This round is in support of rewarding the outstanding individuals who have contributed to the Arbitrum DAO in a proactive way since the DAO was launched. Applicants must apply individually and showcase their contributions in the areas of governance, data analysis, data driven decision making, workshop/governance calls organization, etc","Only individuals are allowed to participate in the Retrofunding Round 1 !
Applications must describe the work done and the impact on the Arbitrum DAO. This round is all about supporting the citizens that volunteered to help it's governance. Only contributions that haven't been rewarded are eligible.
Keep in mind that results may change at the end of the round based on sybil behavioral analysis and other calculation variables. You understand that your eligibility when confirmed is not a guarantee that you will remain eligible after the round!
The “Arbitrum Citizens” council will review applications and decide eligibility! If denied, but strongly believe you are eligible and want to override our decision, you only need support from 2 of the top 50 delegates. Support would be shown as a reply to your forum post clearly stating that they support your application. The delegates cannot be your employer/s!
Please join our telegram group for more information: https://t.me/ArbitrumCitizens",bafkreidgqjn73lz6ys5gxqnsyuito3bovuxhcqwkhw3jaq4kel3qj5xpym,1698688800,1701302340
42161,0x911AE126BE7D88155aa9254C91A49f4d85b83688,DeSpaceQF 1st Round,public,0x912f0c3075660aafe9f84a0e710e04fe538c0320,0xaf88d065e77c8cc2239327c5edb3a432268e5831,1019.3203686599986,2500000000,2500.9194,160,560,bafkreiagduihebnqtxomd2cfkudirg5vahikq46sphcchgqgqd7er2tdxu,1699920000,1701907200,146391311,146391311,"By organizing the DeSpace QF Grants Round, we aim to provide initial funding, public awareness, and support for startups and research projects within the Decentralized Space Exploration Ecosystem. Together, we can foster innovation, collaboration, and the advancement of decentralized space exploration for the benefit of all.","How is your project related to Space?
How is your project supporting Decentralization?
How is your project supporting the growth of the Decentralized Space Ecosystem?",bafkreihjg7in4iufbdc5lqphurkliaaudspjok3pvtqp2cyhst3zneokv4,1698933600,1701907200
42161,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,Token Engineering,public,0xf46d4891b8042cb66f7e0964eabf75ddfe166b42,0xaf88d065e77c8cc2239327c5edb3a432268e5831,5106.531642300007,50000000000,50003.0395,530,1720,bafkreifrunsg7jqhy2bwy63ozgvgmbf4ujgcc47sg5lwdi26o4rzzgj63e,1700049600,1701262740,147685888,147685888,"The grants being offered in this round are for public goods projects primarily focused on education, tooling and research related to token engineering. This includes topics like the design and analysis of cryptoeconomic systems.","Be primarily focused on education, tooling or research of token engineering (tldr; economics and system design with crypto / design and analysis of cryptoeconomic systems).
Be a public good.
Have a PoC/MVP - projects must have some proof of already existing work, even if small, to be included into the round.
Satisfy the program Eligibility Policy in addition to the requirements outlined above. https://tinyurl.com/tegrants-policy",bafkreicpbxzapqxpxqkvebtdtenvw33wqpmsmcsmjkmehl7fylskymquoa,1699272000,1701262740
42161,0xA7608D95A93CC684F2719323D40cBD0f59Afe7D4,Governance Research Round,public,0xacf92f94987be02baf55e59d08c4375e22d80db6,0x912ce59144191c1204e64559fe8253a0e49e6548,7115.836943339986,31500000000000000000000,35064.14877,1061,2391,bafkreieu5beadfkzan3jfuu5stuvcl3vs6yvghykrxsbxeupj5hvovi4yu,1700006400,1701216000,147812032,147812032,"PLEASE NOTE: the final size of the matching pool is $22,500. We will be processing payouts manually and so the final #s from Gitcoin will be higher than actual payouts. The focus of this community grant round, run by Metagov (https://metagov.org/), will be governance research. More specifically, the focus of this round is to support more researchers and practitioners exploring topics within DAOs and digital governance more broadly. This includes topics such as DAO governance and design, blockchain governance, open-source governance, AI governance — any research project pertaining to digital and decentralized governance is welcome. See the open problems at DAO Science (daoscience.org) for a sense of the range of possible research questions. To be clear, you do not have to be researching DAOs or Web3 specifically as long as the outcomes of your research have implications on or learnings for those working in digital and decentralized governance. This round was made possible with the generous support of Arbitrum, Uniswap, and MetagovDAO. This is not required, but any research that can address questions relevant to Arbitrum or the Uniswap Foundation is much appreciated.","You are a researcher. To qualify for this round you need to have a track record of research. This can be as part of an academic affiliation or as an independent researcher. If you are applying for a grant for your first research project, email hello@metagov.org with more info on why you are the right person to conduct this research. 
Governance focus for the research. We will only accept grants that have a clear focus on governance. As noted in the description, you don’t necessarily need to focus exclusively on DAO or web3 governance, but your research needs to be applicable to decentralized governance broadly. A focus on Arbitrum or Uniswap is appreciated but not required. 
No for-profit funding. If you have received VC funding or any other kind of funding that requires a return on investment, then it will not qualify. It is ok if you’ve received other grants. 
No retrospective funding. The research must either be launched soon or currently ongoing. Completed projects are not eligible for funding in this round. ",bafkreid6tvuldqurjd4vwga4s6uvqwq6n5kysrzfzburcoqx7vancbn6xm,1699398000,1701043200
42161,0x21D264139d66DD281DCb0177BbdCa5ceeB71aD69,EarthistDAO Citizens Round,public,0xc8c09e8669727ea0d6192d9f22eb88c4d62dee78,0x6c121674ba6736644a7e73a8741407fe8a5ee5ba,0,0,0,0,0,bafkreieqqem77gpw22klo2ggwzfbortebyn7gq3ie6vegvkcf75oyp62tu,1700006400,1701302400,148123817,148123817,"
Earthist DAO is initiating a democratic fund distribution process, leveraging community engagement and Quadratic Funding to recognize and support its contributors' efforts in advancing regenerative practices. This transparent and inclusive approach reflects the DAO's commitment to collective decision-making and sustainable development.","Applicants should have contributed to EarthistDAO in the past year
All projects will be evaluated by the community
Projects with %60 consensus from the community will be eligible",bafkreidiyiuyk2vw3htdnsz37w3hnzqvoe6u7syu4pae2buoxcqlj4rmxa,1699430400,1700352000
42161,0xE168Ac27b7c32Db85478a6807640C8bcA1220D15,1inch LatAm ,public,0xb342fcc8f93d83cd5a74104d8027ac09ebee936a,0x912ce59144191c1204e64559fe8253a0e49e6548,2800.7177675199905,34500000000000000000000,37976.839275,902,1701,bafkreicrwzsfxar6zbptkv4w6g3v5irxbkamitvyzm6aiizise7k6nqjt4,1700006400,1701216000,148657772,148657772,"We aim to incentivize LatAm based projects that are aligned with 1inch mission and values:
 
DeFi focus: Projects should be directly related to the DeFi field (DeFi protocols, wallets, educational initiatives, etc). Defi should be an element of the project. 
 
Innovation and technology: Projects that leverage new technologies and solutions in the DeFi space. Projects that have the potential to establish Latam as an innovation hub for Defi 
 
Scalability with regional relevance: Projects that propose a solution that can be transferred to other parts of the world.
 
Integration (1inch as a scaffold): Encourage projects that have successfully integrated 1inch APIs as part of their infrastructure or operations. 
 
Measurable outcomes: Projects must define clear metrics for tracking and reporting their impact 
 
Social Impact: We emphasize DeFi projects that have a significant social impact on Latin American communities with a focus on: 
 
        -Financial inclusion: Projects that aim to use Web3 tools to include the people who is excluded from the TradFi world   
 
        -DeFi tools: Projects that are building web3 infrastructure/Dapps to make better decentralized services 
 
        -Web3 onboarding: Projects that make people jump from the TradFi or CeFi world to DeFi
","To be eligible for this grant round, applicants must meet the Gitcoin general eligibility policy
Project must be LatAm based or working to create solutions in LatAm 
Minimum Age: Projects must have been active for at least 3 months.
Qualifying Project Types:
DeFi focus: Projects should be directly related to the DeFi field (DeFi protocols, wallets, educational initiatives, etc). Defi should be an element of the project. 
Innovation and technology: Projects that leverage new technologies and solutions in the DeFi space. Projects that have the potential to establish Latam as an innovation hub for Defi 
Scalability with regional relevance: Projects that propose a solution that can be transferred to other parts of the world.
Integration (1inch as a scaffold): Encourage projects that have successfully integrated 1inch APIs as part of their infrastructure or operations. 
Measurable outcomes: Projects must define clear metrics for tracking and reporting their impact 
Social Impact: We emphasize DeFi projects that have a significant social impact on Latin American communities with a focus on: 
 
        -Financial inclusion: Projects that aim to use Web3 tools to include the people who is excluded from the TradFi world   
 
        -DeFi tools: Projects that are building web3 infrastructure/Dapps to make better decentralized services 
 
        -Web3 onboarding: Projects that make people jump from the TradFi or CeFi world to DeFi
",bafkreico2vlwyvsrrukznqewkuzmsdji7ipkbyhjfioalbrvlrlwidhfn4,1699610400,1700611200
42161,0x51957724E38038a5e983665e8D73e1aacacC93B6,Showing how Gitcoin works,public,0x912f0c3075660aafe9f84a0e710e04fe538c0320,0x0000000000000000000000000000000000000000,29.732005340000008,50000000000000000,101.90090422,3,11,bafkreifihz25b3rtprza4zdanlttycxp37nkiqhkfvppojwitihwdjicby,1699574400,1699660800,148743497,148743497,Mini round for DeSpace to Practice,Be a Despace Project,bafkreihwu4tvyv5pgxze2kftl4mostppywxcz24kqlwjhxm6x34srxbsqy,1699549200,1699660800
42161,0x9fD7677496D47E1Bd952aEd00917619244F4D0Fb,LivePeer,public,0x436b05a2158790b0e1b29cd840863a2a45c144ae,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreiefeqcy3pi3bpaq7wbmzpfsd3ljsqkfj42dx7vi3o3lnbzwtznzaq,1701302399,1701302400,149031724,149031724,This is a grant round for Testing purpose,You should be a web3 builder,bafkreidbqlvxsusfhkyx26lcna33nfdn624q3hpurz54y4rmrh7lbnnnqe,1701302399,1701302400
42161,0xE3506f86EBfEC7ea8d065e2c58621D8F1e7155A0,LivePeer,public,0x31dfeac0ed044706f59de09be64d2132ba246508,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreibngomgynrqwhg52hfuwtt4susxtj4brseonauxl3xwiurtge4bda,8639999999999,8640000000000,149064926,149064926,Test grant demo,Web3 builder,bafkreidieki3yqwjnubpigix6ln5uaergg5siaarzexlhza3hmqhgm4vue,8639999999999,8640000000000
42161,0xA3e7eE05b2D8c1C884D597CC2B8c7b354721dd53,LivePeer,public,0x77dc59caec998ef66a7d9299ceb45e389d112d85,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreihx3d6m5sjt37su7fwtd5matg6jjqldbj6h4v4h74k4n2a3nc6oqa,1701302399,1701302400,149087784,149087784,Test grant round ,Web 3 builder,bafkreibs3gzi7vdrixsjzlbp6nzicpw3om25ds73qwh7kbugx3mlmln3ga,1701302399,1701302400
42161,0x1aebE8D32c6C79FB5143A0888F027edd033c9778,Testing changing start date,private,0x235010cbd0c0742df2b371dd87bb66650ddc5de0,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreiepunpmibjrjbojuj67txwxzpsguem75zwxxo3uyt4ndzuczkbrmq,1699747200,8640000000000,149091313,149091313,testing,,bafkreiav365f66qhtgfst42cvzbrgq6bi4nhjogji6uiy3pqqe6h4v4obm,1699660800,8640000000000
42161,0xc74dCa7d5B3f53Ac841288Ca49ab4737509d49F9,Scroll Direct Grants,private,0xf09fdf3c6b0242c73431bfb8b1a0064475715508,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreihqydtc3gg7e2n3smzfiyd6gfa622i4pkkmihhnnkpbdylf2iranu,1699636620,115792089237316195423570985008687907853269984665640564039457584007913129639935,149095727,149095727,test description,,bafkreidhg3lwbyqzg73huup2sogl26j5pj4wji4myutns466hp4f35nb7m,1699636620,115792089237316195423570985008687907853269984665640564039457584007913129639935
42161,0x3283b00B5b90D6C038C78d0C16d16Ad931Dd3658,[Arbitrum] Testing WalletConnect v2,private,0x235010cbd0c0742df2b371dd87bb66650ddc5de0,0x0000000000000000000000000000000000000000,0,1000000000000000,2.09158018,0,0,bafkreife4nvzlwpvekzzvy6rnv2zx3xg7v7hptu3y2ttqfylvrhzilfbre,1699650000,1704499200,149144133,149144133,test description,test eligibility requirement 1,bafkreicpjjgsudqz5xdztmv7hin2sxbwx2hjqhdokdwq5nr5gphpf5xtpy,1699650000,1704499200
42161,0x6a4122E7acCBE88e0792c73Fb32133fCA584ebB7,EarthistDAO Citizens Round,public,0xc8c09e8669727ea0d6192d9f22eb88c4d62dee78,0x912ce59144191c1204e64559fe8253a0e49e6548,233.00466298999987,14740000000000000000000,14997.9075488,48,206,bafkreibh6fucbrj3barvmrikce7tamgg63ob6rskig4zgj3ppcudx3qvwq,1700006400,1701302400,149206501,154752013,"Earthist DAO is initiating a democratic fund distribution process, leveraging community engagement and Quadratic Funding to recognize and support its contributors' efforts in advancing regenerative practices. This transparent and inclusive approach reflects the DAO's commitment to collective decision-making and sustainable development.","Applicants should have contributed to EarthistDAO in the past year
All projects will be evaluated by the community
Projects with %60 consensus from the community will be eligible",bafkreihzjaljix33vwbo6bjiupaiprbh4pnheilsoxjzrorgu5kzoe35bu,1699754400,1700352000
42161,0x9be429ba364F0091c9CC67b3e42855b9b6077a02,[Arbitrum] Pre-GG19 Testing Round,private,0x235010cbd0c0742df2b371dd87bb66650ddc5de0,0x912ce59144191c1204e64559fe8253a0e49e6548,0.21836538,10000000000000000000,11.5825991,1,3,bafkreife5ka7gj2hj3m3modgy347whezploe4qbeczyio6pmosisw6qwxm,1699910100,1701302400,150115975,150115975,test description,test eligibility requirement 1,bafkreicshi7epuh22hemxlatbyktedsi6uxdwjc2cgcgzizn6k4rjcqpjm,1699910100,1701302400
42161,0x278c2E5C40e9d8429D2a92e449757bB3010B3bA5,Funding support for AI development for cryptocurrency,public,0x246cb0aaca01899bf7056163a285673f8cd2068d,0x0000000000000000000000000000000000000000,804.6552655399998,10000000000000000000,20121.6064802,240,251,bafkreigwlqp5uxsuenp2iodfqi7gm55bpdawv4fcpadnpx2qlqjlzk7s5a,1700611200,1721606400,152481035,152481035,"Welcome to the Innovation and Technical Round, which is created to support the implementation of projects to create and explore OpenAI.",,bafkreibn3azcag6mq2ibx3ubk6x67xivg6onbl5misllytaybm5z4blwki,1700539200,1701302400
42161,0xd06735C7ac591437d664CbC50Ad9C6e5D17b1CF3,GMX DAO Grants,public,0xd79d6bd5f33d100273aa486b500c2ad13f579685,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreih46db6dazbautbamv2uxc3xtv333djcdso4lxrf3hfvcmytazng4,1700697600,115792089237316195423570985008687907853269984665640564039457584007913129639935,152936154,152936154,"Following the approval of GMX’s Short-Term Incentive Program proposal, GMX will allocate  $ARB to support Arbitrum protocols building on and integrating with GMX.This allocation will support protocols and integrations that haven’t taken part in (or were not eligible to participate directly in) STIP, but which nonetheless support the adoption of Arbitrum and GMX V2. It is directed to support wallets, crypto gateways, and upcoming protocols that meet specific minimum requirements in terms of safety, security, and reputation (GMX will consult and seek advice from the Arbitrum Foundation and/or the Liquidity Multisig as appropriate to ensure this is done with proper compliance).Such integrations will distribute the provided incentives to users who utilise GMX contracts through these integrations in a manner that, in principle, matches the same objectives. These users will receive incentives through grants for providing liquidity, engaging in trading activities, contributing to the extension of GMX’s features, and completing integrations, grants, and Request For Proposals (RFPs).This approach reinforces the channel that connects GMX’s growth to that of the entire Arbitrum ecosystem, ensuring mutual benefits and collaborative development.GMX is committed to providing limited operational support to ensure the success of protocols building on top of the GMX base layer.","**Applicant Name or Alias**: [Enter full name]
Team Members and Qualifications: [List team members and their qualifications, roles, and responsibilities]
Grant Type: [ Micro Grant/ Open Grant/ RFP]
### Contact Information:  **TG:** [Telegram]  **Twitter:** [Twitter Handle]  **Email:** [Email Address]
Requested Grant Size: [Enter Amount of ARB Requested]
Grant Matching: [Enter Amount of Matching Funds Provided - If Relevant]
**Grant Breakdown:** [Please provide a high-level overview and pro forma of the budget breakdown and planned use of funds]
Funding Address: [Enter the specific address where funds will be sent for grant recipients]
Funding Address Characteristics: [Enter details on the status of the address; eligible address must be an MPC wallet or 2/3 multisig with private keys securely stored]",bafkreidvwfnnrypty47idect4iszvg7hyrkym4xqlxjs4ojnlggo4lim44,1700697600,115792089237316195423570985008687907853269984665640564039457584007913129639935
